date,game_pk,venue_id,venue,venue_key,total_runs,home_win
2025-06-07,777601,2889,Busch Stadium,id:2889,3,1.0
2025-06-07,777603,1,Angel Stadium,id:1,14,1.0
2025-06-07,777604,19,Coors Field,id:19,9,0.0
2025-06-07,777605,3313,Yankee Stadium,id:3313,17,0.0
2025-06-07,777606,4,Rate Field,id:4,5,1.0
2025-06-07,777607,31,PNC Park,id:31,3,1.0
2025-06-07,777608,5,Progressive Field,id:5,8,0.0
2025-06-07,777609,2394,Comerica Park,id:2394,7,0.0
2025-06-07,777610,3309,Nationals Park,id:3309,5,0.0
2025-06-07,777611,2523,George M. Steinbrenner Field,id:2523,21,0.0
2025-06-07,777612,2602,Great American Ball Park,id:2602,14,1.0
2025-06-07,777623,2602,Great American Ball Park,id:2602,7,1.0
2025-06-08,777582,2889,Busch Stadium,id:2889,10,0.0
2025-06-08,777583,19,Coors Field,id:19,18,0.0
2025-06-08,777585,3312,Target Field,id:3312,9,1.0
2025-06-08,777586,32,American Family Field,id:32,1,0.0
2025-06-08,777587,2395,Oracle Park,id:2395,7,1.0
2025-06-08,777588,2529,Sutter Health Park,id:2529,6,1.0
2025-06-08,777589,1,Angel Stadium,id:1,5,0.0
2025-06-08,777590,4,Rate Field,id:4,12,0.0
2025-06-08,777591,5,Progressive Field,id:5,6,1.0
2025-06-08,777592,2523,George M. Steinbrenner Field,id:2523,5,1.0
2025-06-08,777593,3313,Yankee Stadium,id:3313,18,0.0
2025-06-08,777594,2394,Comerica Park,id:2394,4,1.0
2025-06-08,777595,31,PNC Park,id:31,3,1.0
2025-06-08,777596,3309,Nationals Park,id:3309,6,0.0
2025-06-08,777602,2602,Great American Ball Park,id:2602,6,1.0
2025-06-09,777574,31,PNC Park,id:31,13,1.0
2025-06-09,777575,32,American Family Field,id:32,8,0.0
2025-06-09,777576,1,Angel Stadium,id:1,11,1.0
2025-06-09,777577,15,Chase Field,id:15,12,1.0
2025-06-09,777578,2681,Citizens Bank Park,id:2681,7,1.0
2025-06-09,777579,2680,Petco Park,id:2680,15,0.0
2025-06-09,777580,5,Progressive Field,id:5,11,0.0
2025-06-09,777581,2889,Busch Stadium,id:2889,9,0.0
2025-06-09,777584,3,Fenway Park,id:3,18,0.0
2025-06-10,777557,3312,Target Field,id:3312,20,0.0
2025-06-10,777558,2889,Busch Stadium,id:2889,19,0.0
2025-06-10,777559,15,Chase Field,id:15,13,1.0
2025-06-10,777560,2680,Petco Park,id:2680,12,1.0
2025-06-10,777563,19,Coors Field,id:19,11,0.0
2025-06-10,777564,1,Angel Stadium,id:1,3,1.0
2025-06-10,777565,3,Fenway Park,id:3,4,1.0
2025-06-10,777566,31,PNC Park,id:31,5,0.0
2025-06-10,777567,2392,Daikin Park,id:2392,6,0.0
2025-06-10,777568,32,American Family Field,id:32,5,1.0
2025-06-10,777569,5,Progressive Field,id:5,1,0.0
2025-06-10,777570,3289,Citi Field,id:3289,9,1.0
2025-06-10,777571,2681,Citizens Bank Park,id:2681,12,0.0
2025-06-10,777572,7,Kauffman Stadium,id:7,12,0.0
2025-06-10,777573,2,Oriole Park at Camden Yards,id:2,8,0.0
2025-06-11,777542,1,Angel Stadium,id:1,11,1.0
2025-06-11,777543,2680,Petco Park,id:2680,7,0.0
2025-06-11,777545,2889,Busch Stadium,id:2889,7,0.0
2025-06-11,777547,19,Coors Field,id:19,17,0.0
2025-06-11,777548,15,Chase Field,id:15,7,1.0
2025-06-11,777549,5,Progressive Field,id:5,13,1.0
2025-06-11,777550,2392,Daikin Park,id:2392,12,1.0
2025-06-11,777551,7,Kauffman Stadium,id:7,9,0.0
2025-06-11,777552,31,PNC Park,id:31,7,1.0
2025-06-11,777553,2681,Citizens Bank Park,id:2681,9,1.0
2025-06-11,777554,32,American Family Field,id:32,8,0.0
2025-06-11,777555,3289,Citi Field,id:3289,5,1.0
2025-06-11,777556,3312,Target Field,id:3312,8,1.0
2025-06-11,777561,3,Fenway Park,id:3,7,1.0
2025-06-11,777562,2,Oriole Park at Camden Yards,id:2,11,1.0
2025-06-12,777532,32,American Family Field,id:32,6,1.0
2025-06-12,777533,3312,Target Field,id:3312,19,0.0
2025-06-12,777534,19,Coors Field,id:19,15,1.0
2025-06-12,777536,7,Kauffman Stadium,id:7,1,0.0
2025-06-12,777540,2,Oriole Park at Camden Yards,id:2,5,0.0
2025-06-12,777541,17,Wrigley Field,id:17,5,1.0
2025-06-12,777544,3289,Citi Field,id:3289,7,1.0
2025-06-12,777546,2392,Daikin Park,id:2392,7,1.0
2025-06-13,777520,680,T-Mobile Park,id:680,9,1.0
2025-06-13,777521,15,Chase Field,id:15,6,1.0
2025-06-13,777522,22,Dodger Stadium,id:22,8,0.0
2025-06-13,777524,5325,Globe Life Field,id:5325,4,1.0
2025-06-13,777525,32,American Family Field,id:32,5,1.0
2025-06-13,777526,17,Wrigley Field,id:17,3,0.0
2025-06-13,777527,2392,Daikin Park,id:2392,13,1.0
2025-06-13,777528,3289,Citi Field,id:3289,12,0.0
2025-06-13,777529,7,Kauffman Stadium,id:7,10,0.0
2025-06-13,777530,3309,Nationals Park,id:3309,20,0.0
2025-06-13,777531,2681,Citizens Bank Park,id:2681,8,1.0
2025-06-13,777535,4705,Truist Park,id:4705,16,1.0
2025-06-13,777537,3,Fenway Park,id:3,3,1.0
2025-06-13,777538,2394,Comerica Park,id:2394,16,1.0
2025-06-13,777539,2,Oriole Park at Camden Yards,id:2,2,1.0
2025-06-14,777506,22,Dodger Stadium,id:22,16,1.0
2025-06-14,777507,680,T-Mobile Park,id:680,7,1.0
2025-06-14,777508,5325,Globe Life Field,id:5325,9,1.0
2025-06-14,777509,2681,Citizens Bank Park,id:2681,5,1.0
2025-06-14,777510,2392,Daikin Park,id:2392,5,1.0
2025-06-14,777511,7,Kauffman Stadium,id:7,4,0.0
2025-06-14,777512,32,American Family Field,id:32,13,0.0
2025-06-14,777513,17,Wrigley Field,id:17,3,1.0
2025-06-14,777514,3309,Nationals Park,id:3309,7,0.0
2025-06-14,777515,15,Chase Field,id:15,15,1.0
2025-06-14,777516,3,Fenway Park,id:3,7,1.0
2025-06-14,777517,2394,Comerica Park,id:2394,12,0.0
2025-06-14,777518,3289,Citi Field,id:3289,12,0.0
2025-06-14,777519,2,Oriole Park at Camden Yards,id:2,11,1.0
2025-06-14,777523,4705,Truist Park,id:4705,5,1.0
2025-06-15,777491,15,Chase Field,id:15,10,0.0
2025-06-15,777492,32,American Family Field,id:32,5,1.0
2025-06-15,777493,5325,Globe Life Field,id:5325,3,1.0
2025-06-15,777494,2392,Daikin Park,id:2392,3,1.0
2025-06-15,777495,680,T-Mobile Park,id:680,6,1.0
2025-06-15,777496,7,Kauffman Stadium,id:7,5,0.0
2025-06-15,777497,17,Wrigley Field,id:17,5,1.0
2025-06-15,777498,22,Dodger Stadium,id:22,9,1.0
2025-06-15,777499,2681,Citizens Bank Park,id:2681,15,1.0
2025-06-15,777500,3,Fenway Park,id:3,2,1.0
2025-06-15,777501,2,Oriole Park at Camden Yards,id:2,13,1.0
2025-06-15,777502,3289,Citi Field,id:3289,9,0.0
2025-06-15,777503,3309,Nationals Park,id:3309,4,0.0
2025-06-15,777504,4705,Truist Park,id:4705,11,0.0
2025-06-15,777505,2394,Comerica Park,id:2394,12,0.0
2025-06-16,777483,4169,loanDepot park,id:4169,7,0.0
2025-06-16,777484,2523,George M. Steinbrenner Field,id:2523,8,1.0
2025-06-16,777485,2529,Sutter Health Park,id:2529,4,1.0
2025-06-16,777486,680,T-Mobile Park,id:680,2,0.0
2025-06-16,777487,3313,Yankee Stadium,id:3313,1,0.0
2025-06-16,777488,3309,Nationals Park,id:3309,10,0.0
2025-06-16,777490,22,Dodger Stadium,id:22,9,1.0
2025-06-17,777467,4,Rate Field,id:4,14,0.0
2025-06-17,777468,5325,Globe Life Field,id:5325,7,0.0
2025-06-17,777469,2529,Sutter Health Park,id:2529,16,0.0
2025-06-17,777471,22,Dodger Stadium,id:22,14,1.0
2025-06-17,777472,2395,Oracle Park,id:2395,5,0.0
2025-06-17,777473,680,T-Mobile Park,id:680,8,1.0
2025-06-17,777475,2394,Comerica Park,id:2394,10,1.0
2025-06-17,777476,3313,Yankee Stadium,id:3313,4,0.0
2025-06-17,777477,2523,George M. Steinbrenner Field,id:2523,6,0.0
2025-06-17,777478,2602,Great American Ball Park,id:2602,11,1.0
2025-06-17,777479,14,Rogers Centre,id:14,9,1.0
2025-06-17,777480,3309,Nationals Park,id:3309,16,0.0
2025-06-17,777481,4169,loanDepot park,id:4169,11,1.0
2025-06-17,777482,17,Wrigley Field,id:17,8,1.0
2025-06-17,777489,4705,Truist Park,id:4705,9,1.0
2025-06-18,777453,680,T-Mobile Park,id:680,4,0.0
2025-06-18,777454,2395,Oracle Park,id:2395,6,0.0
2025-06-18,777456,2529,Sutter Health Park,id:2529,15,0.0
2025-06-18,777457,22,Dodger Stadium,id:22,7,1.0
2025-06-18,777460,5325,Globe Life Field,id:5325,9,0.0
2025-06-18,777461,3309,Nationals Park,id:3309,4,0.0
2025-06-18,777462,14,Rogers Centre,id:14,9,1.0
2025-06-18,777463,2523,George M. Steinbrenner Field,id:2523,20,1.0
2025-06-18,777465,4169,loanDepot park,id:4169,6,0.0
2025-06-18,777466,3313,Yankee Stadium,id:3313,5,0.0
2025-06-18,777470,4705,Truist Park,id:4705,5,1.0
2025-06-18,777474,2602,Great American Ball Park,id:2602,6,1.0
2025-06-19,777440,2395,Oracle Park,id:2395,3,1.0
2025-06-19,777441,2529,Sutter Health Park,id:2529,10,1.0
2025-06-19,777442,22,Dodger Stadium,id:22,8,0.0
2025-06-19,777443,5325,Globe Life Field,id:5325,5,0.0
2025-06-19,777444,4169,loanDepot park,id:4169,3,0.0
2025-06-19,777445,3309,Nationals Park,id:3309,7,1.0
2025-06-19,777446,2523,George M. Steinbrenner Field,id:2523,5,0.0
2025-06-19,777447,4,Rate Field,id:4,9,0.0
2025-06-19,777448,14,Rogers Centre,id:14,14,0.0
2025-06-19,777449,3313,Yankee Stadium,id:3313,10,1.0
2025-06-19,777450,17,Wrigley Field,id:17,15,0.0
2025-06-19,777451,2394,Comerica Park,id:2394,11,1.0
2025-06-19,777452,2602,Great American Ball Park,id:2602,17,0.0
2025-06-19,777455,4705,Truist Park,id:4705,8,1.0
2025-06-19,777458,4,Rate Field,id:4,14,0.0
2025-06-19,777464,2394,Comerica Park,id:2394,12,0.0
2025-06-20,777425,2395,Oracle Park,id:2395,12,0.0
2025-06-20,777426,2680,Petco Park,id:2680,11,0.0
2025-06-20,777427,22,Dodger Stadium,id:22,11,1.0
2025-06-20,777428,1,Angel Stadium,id:1,5,0.0
2025-06-20,777429,2529,Sutter Health Park,id:2529,6,1.0
2025-06-20,777430,19,Coors Field,id:19,22,0.0
2025-06-20,777431,2523,George M. Steinbrenner Field,id:2523,22,1.0
2025-06-20,777432,31,PNC Park,id:31,8,0.0
2025-06-20,777433,2889,Busch Stadium,id:2889,7,1.0
2025-06-20,777434,3312,Target Field,id:3312,23,0.0
2025-06-20,777435,14,Rogers Centre,id:14,8,0.0
2025-06-20,777436,17,Wrigley Field,id:17,13,0.0
2025-06-20,777437,2681,Citizens Bank Park,id:2681,12,1.0
2025-06-20,777438,3313,Yankee Stadium,id:3313,8,0.0
2025-06-20,777439,4169,loanDepot park,id:4169,8,1.0
2025-06-21,777410,19,Coors Field,id:19,8,0.0
2025-06-21,777411,2529,Sutter Health Park,id:2529,6,0.0
2025-06-21,777412,3312,Target Field,id:3312,9,0.0
2025-06-21,777413,2680,Petco Park,id:2680,6,1.0
2025-06-21,777414,1,Angel Stadium,id:1,10,1.0
2025-06-21,777415,2889,Busch Stadium,id:2889,11,1.0
2025-06-21,777416,22,Dodger Stadium,id:22,10,0.0
2025-06-21,777417,2395,Oracle Park,id:2395,5,1.0
2025-06-21,777418,14,Rogers Centre,id:14,8,1.0
2025-06-21,777419,17,Wrigley Field,id:17,17,1.0
2025-06-21,777420,2523,George M. Steinbrenner Field,id:2523,11,1.0
2025-06-21,777421,31,PNC Park,id:31,5,0.0
2025-06-21,777422,3313,Yankee Stadium,id:3313,9,1.0
2025-06-21,777423,2681,Citizens Bank Park,id:2681,15,0.0
2025-06-21,777424,4169,loanDepot park,id:4169,7,0.0
2025-06-22,777395,2395,Oracle Park,id:2395,14,1.0
2025-06-22,777396,2680,Petco Park,id:2680,5,1.0
2025-06-22,777397,1,Angel Stadium,id:1,15,0.0
2025-06-22,777398,22,Dodger Stadium,id:22,20,1.0
2025-06-22,777399,19,Coors Field,id:19,6,1.0
2025-06-22,777400,2529,Sutter Health Park,id:2529,3,0.0
2025-06-22,777401,3312,Target Field,id:3312,17,0.0
2025-06-22,777402,4169,loanDepot park,id:4169,8,1.0
2025-06-22,777403,17,Wrigley Field,id:17,20,0.0
2025-06-22,777404,31,PNC Park,id:31,11,1.0
2025-06-22,777405,2681,Citizens Bank Park,id:2681,8,1.0
2025-06-22,777406,3313,Yankee Stadium,id:3313,6,1.0
2025-06-22,777407,2889,Busch Stadium,id:2889,5,0.0
2025-06-22,777408,14,Rogers Centre,id:14,6,0.0
2025-06-22,777409,2523,George M. Steinbrenner Field,id:2523,12,0.0
2025-06-23,777381,1,Angel Stadium,id:1,14,1.0
2025-06-23,777382,2680,Petco Park,id:2680,16,0.0
2025-06-23,777388,3312,Target Field,id:3312,13,0.0
2025-06-23,777389,3289,Citi Field,id:3289,5,0.0
2025-06-23,777390,2602,Great American Ball Park,id:2602,7,1.0
2025-06-23,777391,32,American Family Field,id:32,9,0.0
2025-06-23,777392,2889,Busch Stadium,id:2889,10,1.0
2025-06-23,777393,4,Rate Field,id:4,10,0.0
2025-06-23,777394,2,Oriole Park at Camden Yards,id:2,6,1.0
2025-06-24,777364,2395,Oracle Park,id:2395,6,0.0
2025-06-24,777372,2680,Petco Park,id:2680,7,1.0
2025-06-24,777373,2889,Busch Stadium,id:2889,15,1.0
2025-06-24,777374,32,American Family Field,id:32,12,1.0
2025-06-24,777375,3312,Target Field,id:3312,11,0.0
2025-06-24,777376,1,Angel Stadium,id:1,5,1.0
2025-06-24,777377,2392,Daikin Park,id:2392,1,1.0
2025-06-24,777378,7,Kauffman Stadium,id:7,6,0.0
2025-06-24,777379,19,Coors Field,id:19,16,0.0
2025-06-24,777380,2,Oriole Park at Camden Yards,id:2,11,0.0
2025-06-24,777383,4,Rate Field,id:4,5,0.0
2025-06-24,777384,5,Progressive Field,id:5,16,0.0
2025-06-24,777385,2602,Great American Ball Park,id:2602,9,1.0
2025-06-24,777386,2394,Comerica Park,id:2394,15,1.0
2025-06-24,777387,3289,Citi Field,id:3289,11,0.0
2025-06-25,777355,2395,Oracle Park,id:2395,13,0.0
2025-06-25,777357,2889,Busch Stadium,id:2889,8,0.0
2025-06-25,777358,19,Coors Field,id:19,9,0.0
2025-06-25,777359,7,Kauffman Stadium,id:7,3,0.0
2025-06-25,777360,2680,Petco Park,id:2680,1,1.0
2025-06-25,777361,32,American Family Field,id:32,6,1.0
2025-06-25,777362,1,Angel Stadium,id:1,7,1.0
2025-06-25,777363,3312,Target Field,id:3312,2,1.0
2025-06-25,777365,2,Oriole Park at Camden Yards,id:2,7,0.0
2025-06-25,777366,2392,Daikin Park,id:2392,2,1.0
2025-06-25,777367,2602,Great American Ball Park,id:2602,8,0.0
2025-06-25,777368,5,Progressive Field,id:5,9,1.0
2025-06-25,777369,3289,Citi Field,id:3289,10,1.0
2025-06-25,777370,4,Rate Field,id:4,10,1.0
2025-06-25,777371,2394,Comerica Park,id:2394,3,0.0
2025-06-26,777344,19,Coors Field,id:19,4,0.0
2025-06-26,777347,2395,Oracle Park,id:2395,17,0.0
2025-06-26,777348,2889,Busch Stadium,id:2889,3,0.0
2025-06-26,777350,2392,Daikin Park,id:2392,3,1.0
2025-06-26,777351,2394,Comerica Park,id:2394,8,1.0
2025-06-26,777352,3289,Citi Field,id:3289,4,1.0
2025-06-26,777353,7,Kauffman Stadium,id:7,4,0.0
2025-06-26,777354,5,Progressive Field,id:5,6,0.0
2025-06-26,777356,3312,Target Field,id:3312,11,1.0
2025-06-27,777331,1,Angel Stadium,id:1,24,0.0
2025-06-27,777332,15,Chase Field,id:15,17,0.0
2025-06-27,777334,2394,Comerica Park,id:2394,5,0.0
2025-06-27,777335,7,Kauffman Stadium,id:7,9,0.0
2025-06-27,777336,2392,Daikin Park,id:2392,11,1.0
2025-06-27,777337,3313,Yankee Stadium,id:3313,3,1.0
2025-06-27,777338,4,Rate Field,id:4,4,0.0
2025-06-27,777339,32,American Family Field,id:32,16,1.0
2025-06-27,777340,5325,Globe Life Field,id:5325,13,0.0
2025-06-27,777341,31,PNC Park,id:31,10,1.0
2025-06-27,777342,4705,Truist Park,id:4705,13,0.0
2025-06-27,777343,2,Oriole Park at Camden Yards,id:2,30,1.0
2025-06-27,777345,3,Fenway Park,id:3,9,0.0
2025-06-27,777346,2602,Great American Ball Park,id:2602,9,1.0
2025-06-27,777349,5,Progressive Field,id:5,5,0.0
2025-06-28,777315,1,Angel Stadium,id:1,10,1.0
2025-06-28,777318,15,Chase Field,id:15,15,0.0
2025-06-28,777319,7,Kauffman Stadium,id:7,14,1.0
2025-06-28,777320,2392,Daikin Park,id:2392,15,0.0
2025-06-28,777321,32,American Family Field,id:32,5,1.0
2025-06-28,777322,5325,Globe Life Field,id:5325,5,1.0
2025-06-28,777323,3,Fenway Park,id:3,16,1.0
2025-06-28,777324,2394,Comerica Park,id:2394,15,1.0
2025-06-28,777325,31,PNC Park,id:31,11,1.0
2025-06-28,777326,3313,Yankee Stadium,id:3313,7,0.0
2025-06-28,777327,4,Rate Field,id:4,1,1.0
2025-06-28,777328,2602,Great American Ball Park,id:2602,10,0.0
2025-06-28,777329,5,Progressive Field,id:5,15,0.0
2025-06-28,777330,2,Oriole Park at Camden Yards,id:2,14,0.0
2025-06-28,777333,4705,Truist Park,id:4705,7,1.0
2025-06-29,777301,32,American Family Field,id:32,7,0.0
2025-06-29,777302,5325,Globe Life Field,id:5325,10,0.0
2025-06-29,777303,15,Chase Field,id:15,10,0.0
2025-06-29,777304,7,Kauffman Stadium,id:7,6,0.0
2025-06-29,777305,1,Angel Stadium,id:1,11,0.0
2025-06-29,777307,3313,Yankee Stadium,id:3313,17,1.0
2025-06-29,777308,2392,Daikin Park,id:2392,2,1.0
2025-06-29,777309,5,Progressive Field,id:5,7,0.0
2025-06-29,777310,3,Fenway Park,id:3,8,0.0
2025-06-29,777311,4,Rate Field,id:4,7,1.0
2025-06-29,777312,2602,Great American Ball Park,id:2602,5,1.0
2025-06-29,777313,31,PNC Park,id:31,13,1.0
2025-06-29,777314,2394,Comerica Park,id:2394,3,1.0
2025-06-29,777316,4705,Truist Park,id:4705,3,0.0
2025-06-29,777317,2,Oriole Park at Camden Yards,id:2,6,1.0
2025-06-30,777291,15,Chase Field,id:15,6,1.0
2025-06-30,777292,5325,Globe Life Field,id:5325,16,0.0
2025-06-30,777295,14,Rogers Centre,id:14,9,1.0
2025-06-30,777296,2523,George M. Steinbrenner Field,id:2523,10,0.0
2025-06-30,777297,680,T-Mobile Park,id:680,8,1.0
2025-06-30,777299,31,PNC Park,id:31,7,1.0
2025-06-30,777300,3,Fenway Park,id:3,19,1.0
2025-06-30,777306,2681,Citizens Bank Park,id:2681,4,1.0
2025-07-01,777278,15,Chase Field,id:15,10,1.0
2025-07-01,777280,22,Dodger Stadium,id:22,7,1.0
2025-07-01,777281,680,T-Mobile Park,id:680,9,0.0
2025-07-01,777282,5325,Globe Life Field,id:5325,12,1.0
2025-07-01,777283,14,Rogers Centre,id:14,17,1.0
2025-07-01,777285,19,Coors Field,id:19,11,0.0
2025-07-01,777286,2523,George M. Steinbrenner Field,id:2523,7,0.0
2025-07-01,777287,17,Wrigley Field,id:17,7,1.0
2025-07-01,777288,31,PNC Park,id:31,1,1.0
2025-07-01,777293,4169,loanDepot park,id:4169,2,1.0
2025-07-01,777298,4705,Truist Park,id:4705,4,0.0
2025-07-02,777262,680,T-Mobile Park,id:680,5,1.0
2025-07-02,777265,3309,Nationals Park,id:3309,13,1.0
2025-07-02,777266,17,Wrigley Field,id:17,9,1.0
2025-07-02,777267,22,Dodger Stadium,id:22,9,1.0
2025-07-02,777268,5325,Globe Life Field,id:5325,6,1.0
2025-07-02,777269,19,Coors Field,id:19,8,0.0
2025-07-02,777270,15,Chase Field,id:15,11,0.0
2025-07-02,777271,2523,George M. Steinbrenner Field,id:2523,11,1.0
2025-07-02,777272,31,PNC Park,id:31,5,1.0
2025-07-02,777273,2681,Citizens Bank Park,id:2681,10,0.0
2025-07-02,777274,14,Rogers Centre,id:14,20,1.0
2025-07-02,777275,4169,loanDepot park,id:4169,3,0.0
2025-07-02,777276,3289,Citi Field,id:3289,10,1.0
2025-07-02,777277,3,Fenway Park,id:3,12,0.0
2025-07-02,777279,4705,Truist Park,id:4705,11,1.0
2025-07-02,777284,3309,Nationals Park,id:3309,13,0.0
2025-07-02,777289,3289,Citi Field,id:3289,9,0.0
2025-07-02,777290,2681,Citizens Bank Park,id:2681,6,1.0
2025-07-02,777294,3,Fenway Park,id:3,8,1.0
2025-07-03,777251,680,T-Mobile Park,id:680,5,0.0
2025-07-03,777253,22,Dodger Stadium,id:22,8,1.0
2025-07-03,777256,15,Chase Field,id:15,9,0.0
2025-07-03,777257,3289,Citi Field,id:3289,5,1.0
2025-07-03,777258,3309,Nationals Park,id:3309,18,1.0
2025-07-03,777259,17,Wrigley Field,id:17,1,1.0
2025-07-03,777260,14,Rogers Centre,id:14,13,1.0
2025-07-03,777261,4705,Truist Park,id:4705,6,0.0
2025-07-03,777263,4169,loanDepot park,id:4169,5,1.0
2025-07-03,777264,19,Coors Field,id:19,13,1.0
2025-07-04,777235,22,Dodger Stadium,id:22,19,0.0
2025-07-04,777236,680,T-Mobile Park,id:680,6,1.0
2025-07-04,777239,2680,Petco Park,id:2680,5,1.0
2025-07-04,777242,14,Rogers Centre,id:14,7,1.0
2025-07-04,777243,19,Coors Field,id:19,5,0.0
2025-07-04,777244,2529,Sutter Health Park,id:2529,13,1.0
2025-07-04,777245,3309,Nationals Park,id:3309,13,0.0
2025-07-04,777246,17,Wrigley Field,id:17,14,1.0
2025-07-04,777247,3312,Target Field,id:3312,7,1.0
2025-07-04,777248,15,Chase Field,id:15,12,0.0
2025-07-04,777249,5,Progressive Field,id:5,3,0.0
2025-07-04,777250,3289,Citi Field,id:3289,11,1.0
2025-07-04,777252,4705,Truist Park,id:4705,5,0.0
2025-07-04,777254,4169,loanDepot park,id:4169,11,0.0
2025-07-04,777255,2681,Citizens Bank Park,id:2681,15,0.0
2025-07-05,777221,22,Dodger Stadium,id:22,10,0.0
2025-07-05,777223,2680,Petco Park,id:2680,11,0.0
2025-07-05,777225,680,T-Mobile Park,id:680,1,1.0
2025-07-05,777227,2529,Sutter Health Park,id:2529,9,0.0
2025-07-05,777228,3309,Nationals Park,id:3309,13,0.0
2025-07-05,777229,17,Wrigley Field,id:17,14,0.0
2025-07-05,777230,3312,Target Field,id:3312,11,1.0
2025-07-05,777231,14,Rogers Centre,id:14,7,1.0
2025-07-05,777232,19,Coors Field,id:19,13,0.0
2025-07-05,777233,2681,Citizens Bank Park,id:2681,6,1.0
2025-07-05,777234,15,Chase Field,id:15,8,1.0
2025-07-05,777237,4705,Truist Park,id:4705,15,0.0
2025-07-05,777238,4169,loanDepot park,id:4169,6,1.0
2025-07-05,777240,5,Progressive Field,id:5,1,0.0
2025-07-05,777241,3289,Citi Field,id:3289,18,1.0
2025-07-06,777205,680,T-Mobile Park,id:680,1,1.0
2025-07-06,777206,22,Dodger Stadium,id:22,6,0.0
2025-07-06,777207,2680,Petco Park,id:2680,5,1.0
2025-07-06,777210,2529,Sutter Health Park,id:2529,8,0.0
2025-07-06,777213,3309,Nationals Park,id:3309,10,0.0
2025-07-06,777214,14,Rogers Centre,id:14,5,1.0
2025-07-06,777215,19,Coors Field,id:19,10,1.0
2025-07-06,777216,3289,Citi Field,id:3289,10,0.0
2025-07-06,777217,2681,Citizens Bank Park,id:2681,4,1.0
2025-07-06,777218,15,Chase Field,id:15,4,0.0
2025-07-06,777219,17,Wrigley Field,id:17,11,1.0
2025-07-06,777220,3312,Target Field,id:3312,12,0.0
2025-07-06,777222,4705,Truist Park,id:4705,3,0.0
2025-07-06,777224,4169,loanDepot park,id:4169,4,0.0
2025-07-06,777226,5,Progressive Field,id:5,9,0.0
2025-07-07,777199,2395,Oracle Park,id:2395,4,1.0
2025-07-07,777200,1,Angel Stadium,id:1,11,1.0
2025-07-07,777201,32,American Family Field,id:32,10,1.0
2025-07-07,777202,2392,Daikin Park,id:2392,12,0.0
2025-07-07,777203,2680,Petco Park,id:2680,9,0.0
2025-07-07,777204,7,Kauffman Stadium,id:7,12,1.0
2025-07-07,777208,2602,Great American Ball Park,id:2602,6,0.0
2025-07-07,777209,3,Fenway Park,id:3,12,1.0
2025-07-07,777211,2394,Comerica Park,id:2394,6,1.0
2025-07-07,777212,4,Rate Field,id:4,12,0.0
2025-07-08,777180,1,Angel Stadium,id:1,14,0.0
2025-07-08,777185,2680,Petco Park,id:2680,1,1.0
2025-07-08,777186,2395,Oracle Park,id:2395,7,1.0
2025-07-08,777187,3313,Yankee Stadium,id:3313,13,1.0
2025-07-08,777188,4,Rate Field,id:4,7,0.0
2025-07-08,777189,2529,Sutter Health Park,id:2529,11,1.0
2025-07-08,777190,3312,Target Field,id:3312,9,1.0
2025-07-08,777191,2889,Busch Stadium,id:2889,6,1.0
2025-07-08,777192,2392,Daikin Park,id:2392,16,0.0
2025-07-08,777193,32,American Family Field,id:32,4,1.0
2025-07-08,777194,7,Kauffman Stadium,id:7,7,1.0
2025-07-08,777195,2394,Comerica Park,id:2394,6,1.0
2025-07-08,777196,3,Fenway Park,id:3,12,1.0
2025-07-08,777197,2602,Great American Ball Park,id:2602,14,0.0
2025-07-08,777198,2,Oriole Park at Camden Yards,id:2,13,0.0
2025-07-09,777162,2680,Petco Park,id:2680,10,0.0
2025-07-09,777163,2395,Oracle Park,id:2395,13,0.0
2025-07-09,777171,1,Angel Stadium,id:1,19,1.0
2025-07-09,777172,4,Rate Field,id:4,3,1.0
2025-07-09,777173,3312,Target Field,id:3312,6,1.0
2025-07-09,777174,2392,Daikin Park,id:2392,6,0.0
2025-07-09,777175,32,American Family Field,id:32,5,1.0
2025-07-09,777176,2529,Sutter Health Park,id:2529,11,0.0
2025-07-09,777177,7,Kauffman Stadium,id:7,7,1.0
2025-07-09,777178,2889,Busch Stadium,id:2889,10,0.0
2025-07-09,777179,3,Fenway Park,id:3,12,1.0
2025-07-09,777182,2394,Comerica Park,id:2394,10,0.0
2025-07-09,777183,2602,Great American Ball Park,id:2602,9,1.0
2025-07-09,777184,3313,Yankee Stadium,id:3313,15,1.0
2025-07-10,777156,2529,Sutter Health Park,id:2529,9,1.0
2025-07-10,777158,2680,Petco Park,id:2680,7,1.0
2025-07-10,777159,1,Angel Stadium,id:1,15,0.0
2025-07-10,777165,2,Oriole Park at Camden Yards,id:2,4,1.0
2025-07-10,777166,3312,Target Field,id:3312,9,0.0
2025-07-10,777167,2889,Busch Stadium,id:2889,9,1.0
2025-07-10,777168,2602,Great American Ball Park,id:2602,6,1.0
2025-07-10,777169,3313,Yankee Stadium,id:3313,11,1.0
2025-07-10,777170,3,Fenway Park,id:3,7,1.0
2025-07-10,777181,2,Oriole Park at Camden Yards,id:2,10,1.0
2025-07-11,777139,2680,Petco Park,id:2680,6,1.0
2025-07-11,777143,2395,Oracle Park,id:2395,15,1.0
2025-07-11,777146,4,Rate Field,id:4,9,1.0
2025-07-11,777147,2889,Busch Stadium,id:2889,11,0.0
